surrgain,EpThisIter,ev_tdlam_before,entloss,optimgain,EpLenMean,EpRewMean,TimeElapsed,TimestepsSoFar,EpisodesSoFar,entropy,meankl
0.059553336,1,0.010262012481689453,0.0,0.059553336,10.0,-3.2877835376369857,8.115784406661987,10,1,2.8665714,0.0072381347
