surrgain,EpisodesSoFar,ev_tdlam_before,entloss,TimeElapsed,TimestepsSoFar,EpLenMean,meankl,EpThisIter,EpRewMean,optimgain,entropy
0.054128468,1,-0.010026693344116211,0.0,7.942906618118286,10,10.0,0.008404387,1,-3.621698575132121,0.054128468,2.8351285
