TimestepsSoFar,entloss,ev_tdlam_before,EpisodesSoFar,entropy,surrgain,meankl,EpRewMean,EpThisIter,optimgain,TimeElapsed,EpLenMean
10,0.0,-9.298324584960938e-05,1,2.8062775,0.04306407,0.0076715844,-3.473636933170877,1,0.04306407,6.395258665084839,10.0
