entropy,EpThisIter,EpRewMean,entloss,surrgain,EpisodesSoFar,optimgain,TimestepsSoFar,EpLenMean,ev_tdlam_before,TimeElapsed,meankl
2.8060167,1,-3.080094397462406,0.0,0.054232202,1,0.054232202,10,10.0,0.007756531238555908,8.432804346084595,0.0074511915
