EpLenMean,entloss,optimgain,ev_tdlam_before,surrgain,EpisodesSoFar,entropy,TimestepsSoFar,EpThisIter,TimeElapsed,meankl,EpRewMean
10.0,0.0,0.035068773,0.009607553482055664,0.035068773,1,2.9121244,10,1,6.258219480514526,0.007282765,-2.9438180938859424
