surrgain,EpisodesSoFar,EpThisIter,EpRewMean,meankl,EpLenMean,entropy,TimestepsSoFar,TimeElapsed,entloss,ev_tdlam_before,optimgain
0.031240303,1,1,-3.0292650034808575,0.0077732033,10.0,2.7784479,10,5.8321661949157715,0.0,-0.012440800666809082,0.031240303
