optimgain,EpLenMean,EpisodesSoFar,entloss,surrgain,EpRewMean,meankl,ev_tdlam_before,TimestepsSoFar,EpThisIter,entropy,TimeElapsed
0.029961854,10.0,1,0.0,0.029961854,-3.3026446520855703,0.0057724593,-0.03184342384338379,10,1,2.847393,7.427328109741211
