TimeElapsed,entloss,EpRewMean,EpLenMean,EpThisIter,EpisodesSoFar,meankl,ev_tdlam_before,optimgain,TimestepsSoFar,surrgain,entropy
6.521158456802368,0.0,-2.8918126738146985,10.0,1,1,0.0071491995,-0.017200946807861328,0.040451456,10,0.040451456,2.8209977
